Lat, Lon
12.424709, 92.951857
12.425285, 92.951920
12.425779, 92.952335
12.426613, 92.953180
12.427515, 92.954277
12.427769, 92.954767
12.426098, 92.955622
12.424282, 92.956121
12.422525, 92.956224
12.420876, 92.956230
12.417717, 92.957333
12.416140, 92.957928
12.414560, 92.957840
NaN, NaN
12.465847, 92.915163
12.464106, 92.912783
12.464737, 92.911282
12.465988, 92.911278
12.467731, 92.911501
12.468353, 92.912132
12.469210, 92.915409
12.468218, 92.916771
12.465847, 92.915163
NaN, NaN
12.511898, 92.680479
12.508133, 92.674440
12.513485, 92.671944
12.524487, 92.665127
12.530025, 92.661951
12.534460, 92.659655
12.540752, 92.665127
12.547638, 92.672394
12.553936, 92.677206
12.550364, 92.682058
12.544260, 92.683895
12.540182, 92.683987
12.538347, 92.684031
12.530708, 92.683228
12.521025, 92.681387
12.511898, 92.680479
NaN, NaN
12.605030, 92.687452
12.603331, 92.683374
12.604256, 92.681805
12.608019, 92.679493
12.610783, 92.683168
12.612040, 92.684568
12.612965, 92.685665
12.606750, 92.687744
12.605030, 92.687452
NaN, NaN
12.610781, 92.770384
12.610359, 92.769592
12.611406, 92.768953
12.612957, 92.769056
12.615702, 92.768745
12.617256, 92.768450
12.619320, 92.767338
12.621384, 92.766409
12.623034, 92.765587
12.624868, 92.766043
12.625288, 92.766479
12.625725, 92.767542
12.624430, 92.769674
12.621899, 92.771381
12.619087, 92.772100
12.617491, 92.772106
12.615891, 92.772278
12.614729, 92.772169
12.613239, 92.771713
12.612146, 92.771265
12.610781, 92.770384
NaN, NaN
12.665556, 92.761297
12.665091, 92.762794
12.665628, 92.763973
12.666113, 92.766081
12.666645, 92.766870
12.667187, 92.768345
12.667645, 92.769608
12.666348, 92.770718
12.664793, 92.768923
12.662680, 92.768066
12.660751, 92.766338
12.659260, 92.765646
12.656778, 92.764879
12.654755, 92.763790
12.652803, 92.762859
12.651411, 92.762541
12.649225, 92.762419
12.648300, 92.762657
12.648001, 92.764465
12.649462, 92.765299
12.650627, 92.766321
12.651342, 92.767193
12.652271, 92.767885
12.653505, 92.768351
12.655062, 92.768879
12.656689, 92.769575
12.657713, 92.770535
12.657314, 92.772102
12.655920, 92.772888
12.653669, 92.773064
12.649858, 92.773155
12.646288, 92.772163
12.643103, 92.771925
12.640619, 92.771399
12.638342, 92.770943
12.636873, 92.770552
12.635740, 92.769459
12.636829, 92.768749
12.638460, 92.768175
12.639549, 92.768164
12.640728, 92.767694
12.641895, 92.766512
12.641962, 92.765011
12.640400, 92.763845
12.639238, 92.763477
12.637852, 92.762989
12.635731, 92.762465
12.633648, 92.761473
12.632250, 92.760752
12.629534, 92.759829
12.628113, 92.759203
12.627810, 92.757561
12.629038, 92.757250
12.630600, 92.757000
12.631926, 92.757235
12.633707, 92.757061
12.634499, 92.756187
12.634268, 92.755014
12.633245, 92.754484
12.631847, 92.753922
12.629204, 92.752766
12.627485, 92.751835
12.626019, 92.751444
12.624228, 92.750050
12.622974, 92.748251
12.621645, 92.746994
12.621416, 92.744480
12.622274, 92.743071
12.623758, 92.741562
12.624920, 92.740477
12.626476, 92.738964
12.628029, 92.738327
12.629745, 92.737917
12.631609, 92.737293
12.633324, 92.736893
12.635174, 92.736406
12.636805, 92.735600
12.636732, 92.734997
12.636271, 92.733894
12.635870, 92.732462
12.636032, 92.731615
12.637125, 92.731209
12.639120, 92.731346
12.643442, 92.730806
12.647970, 92.731010
12.650599, 92.731304
12.653934, 92.731215
12.656519, 92.731573
12.657982, 92.732767
12.659697, 92.734701
12.661095, 92.736500
12.662348, 92.737827
12.664370, 92.738916
12.665461, 92.739614
12.666002, 92.740488
12.666166, 92.741579
12.665934, 92.743223
12.665236, 92.743696
12.663912, 92.743708
12.662125, 92.743954
12.660870, 92.744356
12.660406, 92.745068
12.660736, 92.746000
12.661800, 92.746321
12.663216, 92.746691
12.664375, 92.747177
12.665543, 92.747471
12.667637, 92.747868
12.669188, 92.748089
12.670513, 92.748693
12.669125, 92.751705
12.668428, 92.753510
12.667633, 92.755629
12.666807, 92.758078
12.666409, 92.759645
12.665556, 92.761297
NaN, NaN
12.791920, 92.784674
12.791168, 92.783901
12.792126, 92.783262
12.794909, 92.783789
12.797171, 92.783875
12.800257, 92.783855
12.803160, 92.783415
12.805603, 92.783401
12.807432, 92.784145
12.809570, 92.784584
12.810734, 92.785654
12.807440, 92.787294
12.804979, 92.787941
12.803255, 92.788157
12.801235, 92.787872
12.799311, 92.787647
12.798119, 92.787434
12.796635, 92.787020
12.795450, 92.786585
12.794374, 92.786161
12.793196, 92.785423
12.791920, 92.784674
NaN, NaN
12.802956, 92.709656
12.801586, 92.710348
12.800610, 92.710310
12.799334, 92.710386
12.798353, 92.709875
12.797220, 92.709757
12.796061, 92.709482
12.793869, 92.709425
12.792660, 92.709553
12.790995, 92.709637
12.789709, 92.709454
12.788227, 92.709881
12.786438, 92.709892
12.785114, 92.709595
12.783508, 92.709608
12.781492, 92.709742
12.779194, 92.710146
12.776373, 92.710468
12.774519, 92.710882
12.773384, 92.710657
12.772104, 92.710890
12.770382, 92.711847
12.768993, 92.713543
12.767159, 92.715008
12.765654, 92.715725
12.764906, 92.716007
12.764210, 92.715731
12.763071, 92.715450
12.762375, 92.715155
12.761168, 92.716139
12.759796, 92.717485
12.758404, 92.718277
12.757664, 92.717737
12.757195, 92.716593
12.757027, 92.715305
12.756212, 92.714314
12.754940, 92.714325
12.753334, 92.714682
12.751385, 92.715168
12.749712, 92.715805
12.747969, 92.715940
12.746250, 92.715990
12.744463, 92.715605
12.743023, 92.715101
12.741253, 92.714752
12.739584, 92.714603
12.737841, 92.714499
12.736465, 92.714075
12.734749, 92.713741
12.733816, 92.713224
12.732941, 92.712696
12.732313, 92.712351
12.730824, 92.711136
12.731096, 92.709906
12.731796, 92.709555
12.733124, 92.709381
12.734165, 92.709778
12.734797, 92.710192
12.735538, 92.710472
12.736073, 92.710726
12.738186, 92.710125
12.740049, 92.710352
12.742107, 92.710226
12.744293, 92.709507
12.746193, 92.709209
12.747688, 92.708899
12.749407, 92.708488
12.751375, 92.707891
12.753212, 92.707710
12.755045, 92.707706
12.756721, 92.707626
12.758228, 92.707500
12.759947, 92.707438
12.761271, 92.707476
12.763918, 92.706905
12.766407, 92.706398
12.767380, 92.705751
12.768429, 92.705441
12.770189, 92.705553
12.771702, 92.705734
12.773888, 92.705366
12.775723, 92.704725
12.777462, 92.703936
12.779066, 92.703478
12.780386, 92.703163
12.781942, 92.702524
12.783314, 92.701763
12.784359, 92.701012
12.785845, 92.700218
12.787476, 92.699762
12.789141, 92.699095
12.790279, 92.698298
12.791676, 92.697231
12.793041, 92.695839
12.794483, 92.694769
12.795992, 92.693773
12.797482, 92.692780
12.798338, 92.692587
12.799612, 92.692417
12.800522, 92.693254
12.801104, 92.693605
12.801912, 92.694067
12.802319, 92.695095
12.802311, 92.696159
12.802830, 92.698198
12.803711, 92.699646
12.805080, 92.700155
12.806414, 92.700668
12.807503, 92.701361
12.808783, 92.701868
12.809757, 92.702574
12.810665, 92.703152
12.811710, 92.703623
12.812916, 92.703661
12.814590, 92.704052
12.815912, 92.704464
12.817636, 92.704729
12.818914, 92.704607
12.820282, 92.704788
12.822189, 92.705009
12.824329, 92.705046
12.825773, 92.705156
12.827333, 92.705423
12.828005, 92.706366
12.828705, 92.707348
12.829510, 92.707973
12.831186, 92.708618
12.832209, 92.709772
12.831751, 92.711744
12.830730, 92.712294
12.829287, 92.712179
12.827843, 92.711958
12.826567, 92.711657
12.825008, 92.711267
12.823473, 92.710806
12.822035, 92.710585
12.819778, 92.710669
12.817989, 92.710434
12.816269, 92.710619
12.814203, 92.710344
12.812117, 92.709843
12.810045, 92.709383
12.808716, 92.709440
12.806654, 92.709213
12.804588, 92.709171
12.802956, 92.709656
NaN, NaN
12.807093, 92.731750
12.806679, 92.730370
12.806787, 92.728798
12.806856, 92.727859
12.806858, 92.726988
12.806042, 92.726755
12.805346, 92.726482
12.804317, 92.726486
12.803581, 92.726492
12.803045, 92.725904
12.802998, 92.725086
12.803389, 92.723978
12.803617, 92.722990
12.803808, 92.721767
12.804901, 92.721247
12.806040, 92.721691
12.806965, 92.722031
12.808102, 92.722265
12.809155, 92.722025
12.810081, 92.722012
12.810825, 92.722128
12.811525, 92.722595
12.812729, 92.722775
12.814217, 92.722065
12.815422, 92.721237
12.816286, 92.720598
12.817726, 92.720398
12.818886, 92.720181
12.820328, 92.720448
12.821655, 92.721386
12.822279, 92.721786
12.823254, 92.722713
12.824465, 92.724331
12.826138, 92.724434
12.827419, 92.724312
12.829134, 92.724659
12.829721, 92.724695
12.831600, 92.725554
12.832251, 92.726215
12.833044, 92.727118
12.831486, 92.728418
12.829376, 92.729303
12.826767, 92.729721
12.824892, 92.729687
12.823263, 92.729734
12.822290, 92.729862
12.821129, 92.730103
12.819759, 92.730230
12.818363, 92.730305
12.816757, 92.730310
12.815088, 92.730419
12.814226, 92.730780
12.812439, 92.731962
12.810654, 92.732677
12.809210, 92.732210
12.807720, 92.732105
12.807093, 92.731750
NaN, NaN
12.852922, 92.767090
12.852671, 92.766098
12.855103, 92.766083
12.856709, 92.766338
12.857809, 92.766821
12.858551, 92.767927
12.859158, 92.769289
12.858784, 92.770996
12.857920, 92.771263
12.856831, 92.771500
12.855974, 92.771648
12.854271, 92.770296
12.853409, 92.768330
12.852922, 92.767090
NaN, NaN
12.841928, 92.716106
12.841259, 92.715961
12.840466, 92.715780
12.839611, 92.715174
12.838816, 92.714262
12.838163, 92.713396
12.837908, 92.711992
12.838163, 92.710863
12.838812, 92.709608
12.839598, 92.708672
12.840666, 92.708450
12.841646, 92.708731
12.842110, 92.709190
12.841856, 92.711121
12.842903, 92.712175
12.844275, 92.712891
12.845924, 92.713278
12.847715, 92.713133
12.849951, 92.712862
12.851784, 92.712996
12.853827, 92.713238
12.856060, 92.713953
12.858107, 92.714745
12.859758, 92.715452
12.862242, 92.716387
12.863754, 92.717035
12.864756, 92.717970
12.866060, 92.719202
12.866337, 92.721479
12.866205, 92.724070
12.865812, 92.725197
12.865089, 92.726871
12.864691, 92.727932
12.863838, 92.729132
12.863440, 92.729860
12.862936, 92.730406
12.862190, 92.730671
12.861286, 92.730490
12.860237, 92.729954
12.859564, 92.729362
12.858772, 92.728294
12.858189, 92.727703
12.857115, 92.727030
12.856007, 92.726191
12.854889, 92.725588
12.853586, 92.724680
12.852446, 92.723814
12.851534, 92.722763
12.849957, 92.722233
12.848446, 92.721579
12.846930, 92.720722
12.845425, 92.719727
12.844278, 92.718527
12.843300, 92.717293
12.842838, 92.716684
12.841928, 92.716106
NaN, NaN
12.884680, 92.784821
12.883818, 92.783957
12.883821, 92.781984
12.884912, 92.781599
12.886147, 92.781240
12.887609, 92.781584
12.889072, 92.781340
12.889910, 92.779861
12.891865, 92.779848
12.892488, 92.780336
12.892233, 92.781559
12.891376, 92.783916
12.890537, 92.785517
12.889683, 92.786396
12.887730, 92.786400
12.886377, 92.785042
12.884680, 92.784821
NaN, NaN
12.893349, 92.787857
12.893097, 92.786253
12.893353, 92.784777
12.894192, 92.784506
12.896399, 92.784502
12.897369, 92.784756
12.897741, 92.785248
12.897120, 92.787336
12.896282, 92.788097
12.894447, 92.788107
12.893349, 92.787857
NaN, NaN
12.892834, 92.745268
12.892698, 92.744547
12.893555, 92.743301
12.894409, 92.742912
12.895506, 92.742556
12.896736, 92.742409
12.897459, 92.742903
12.897947, 92.744402
12.897573, 92.745739
12.896971, 92.746500
12.896255, 92.747110
12.895020, 92.746624
12.892834, 92.745268
NaN, NaN
12.895662, 92.795498
12.894682, 92.794634
12.894821, 92.793156
12.894932, 92.792406
12.896286, 92.792280
12.897984, 92.792273
12.898352, 92.793747
12.897978, 92.794857
12.897495, 92.795984
12.896513, 92.795500
12.895662, 92.795498
NaN, NaN
12.894304, 92.750956
12.893816, 92.749853
12.894043, 92.748373
12.895882, 92.748098
12.897234, 92.748354
12.898323, 92.747856
12.899414, 92.748077
12.899904, 92.748688
12.900509, 92.751154
12.900017, 92.752142
12.899300, 92.752640
12.897953, 92.752785
12.896746, 92.752792
12.894796, 92.751562
12.894304, 92.750956
NaN, NaN
12.902117, 92.751520
12.901625, 92.750799
12.902344, 92.749809
12.904673, 92.749653
12.906733, 92.748907
12.908340, 92.750498
12.909430, 92.750116
12.909546, 92.750990
12.908943, 92.752726
12.907228, 92.753582
12.905046, 92.753477
12.903439, 92.752760
12.902117, 92.751520
NaN, NaN
12.914310, 92.931385
12.913654, 92.931158
12.913719, 92.930422
12.913818, 92.929819
12.914371, 92.929607
12.915352, 92.929249
12.916164, 92.929312
12.917097, 92.929358
12.917583, 92.929167
12.918352, 92.929113
12.918886, 92.929113
12.919834, 92.929420
12.920742, 92.929909
12.921598, 92.930819
12.921421, 92.931849
12.921164, 92.932581
12.920736, 92.933174
12.919977, 92.933382
12.919134, 92.933252
12.918348, 92.933067
12.917585, 92.932713
12.916952, 92.932459
12.916258, 92.932255
12.915648, 92.932039
12.914862, 92.931641
12.914310, 92.931385
NaN, NaN
12.924454, 92.762136
12.924200, 92.761034
12.924576, 92.759678
12.925665, 92.759056
12.926893, 92.758795
12.927383, 92.759775
12.928108, 92.760145
12.927988, 92.761885
12.927761, 92.762730
12.926641, 92.763113
12.925316, 92.763241
12.924454, 92.762136
NaN, NaN
12.929291, 92.880674
12.928171, 92.881807
12.926609, 92.882259
12.925217, 92.882175
12.924263, 92.881702
12.924215, 92.880413
12.925013, 92.878439
12.925777, 92.876249
12.926407, 92.875002
12.927448, 92.874315
12.928125, 92.873535
12.928404, 92.872490
12.928238, 92.871441
12.927797, 92.870316
12.927126, 92.869707
12.925943, 92.869873
12.924778, 92.870493
12.924055, 92.870569
12.923100, 92.870577
12.922224, 92.870291
12.921434, 92.869823
12.921873, 92.868320
12.922386, 92.867188
12.922661, 92.865374
12.923660, 92.863688
12.925013, 92.861532
12.925337, 92.860733
12.926399, 92.859039
12.927128, 92.858068
12.928406, 92.857615
12.929956, 92.857397
12.931629, 92.857599
12.932747, 92.857838
12.933868, 92.858156
12.934259, 92.859356
12.934700, 92.859629
12.934937, 92.862268
12.934542, 92.864475
12.933916, 92.866383
12.933311, 92.868481
12.932911, 92.870052
12.932190, 92.872385
12.931707, 92.874931
12.931475, 92.876902
12.930584, 92.878571
12.929291, 92.880674
NaN, NaN
12.931061, 92.760015
12.929827, 92.759150
12.930429, 92.757050
12.931547, 92.757042
12.933237, 92.756657
12.934589, 92.757032
12.935797, 92.758247
12.936050, 92.758860
12.935940, 92.759840
12.935310, 92.760839
12.933985, 92.761217
12.932875, 92.761370
12.932150, 92.760620
12.931061, 92.760015
NaN, NaN
12.936472, 92.889906
12.936396, 92.889362
12.936466, 92.888655
12.936937, 92.887497
12.937468, 92.886375
12.938347, 92.885405
12.939425, 92.885584
12.940262, 92.886288
12.940493, 92.886713
12.940960, 92.887972
12.941072, 92.888639
12.941072, 92.889345
12.940790, 92.890541
12.940414, 92.891438
12.939604, 92.891701
12.938766, 92.891743
12.938185, 92.891512
12.937702, 92.891171
12.937231, 92.890789
12.936817, 92.890398
12.936472, 92.889906
NaN, NaN
12.942860, 92.902750
12.942739, 92.901834
12.942863, 92.901178
12.943048, 92.900515
12.943979, 92.900000
12.944746, 92.899574
12.945463, 92.899689
12.946045, 92.899920
12.946535, 92.900156
12.947113, 92.900570
12.947412, 92.901039
12.948252, 92.902189
12.948021, 92.902964
12.947485, 92.903795
12.946693, 92.904175
12.946180, 92.904219
12.945393, 92.904341
12.944395, 92.904299
12.943855, 92.904108
12.943386, 92.903814
12.942907, 92.903337
12.942860, 92.902750
NaN, NaN
12.942560, 92.951841
12.941448, 92.950363
12.942558, 92.948902
12.944796, 92.949099
12.946815, 92.950457
12.949389, 92.953743
12.950832, 92.954960
12.951509, 92.956320
12.952297, 92.958355
12.951061, 92.960506
12.949596, 92.962437
12.948038, 92.963453
12.947020, 92.963009
12.946136, 92.962217
12.945786, 92.961086
12.945345, 92.959515
12.944901, 92.957703
12.944464, 92.955214
12.943789, 92.953852
12.942560, 92.951841
NaN, NaN
12.987139, 92.700609
12.985794, 92.701727
12.984072, 92.702278
12.981541, 92.703213
12.980547, 92.704861
12.980379, 92.706606
12.980389, 92.707966
12.981363, 92.709608
12.982458, 92.712324
12.983368, 92.713524
12.983271, 92.715073
12.982002, 92.716259
12.981277, 92.716351
12.980461, 92.716103
12.979578, 92.715637
12.978575, 92.714724
12.977575, 92.714001
12.976320, 92.713190
12.975317, 92.712370
12.974226, 92.711555
12.972971, 92.711206
12.971626, 92.711212
12.970068, 92.711769
12.968813, 92.712410
12.967720, 92.712698
12.966089, 92.712515
12.964119, 92.712528
12.960587, 92.711557
12.958141, 92.711573
12.955795, 92.711491
12.954439, 92.710936
12.953369, 92.710312
12.952723, 92.709864
12.952557, 92.709045
12.952183, 92.707941
12.951559, 92.706934
12.950468, 92.707226
12.948124, 92.710157
12.946405, 92.713095
12.944147, 92.715487
12.941990, 92.716770
12.939741, 92.716873
12.938454, 92.716597
12.937733, 92.716883
12.936922, 92.716896
12.935852, 92.716894
12.934952, 92.716806
12.933670, 92.716179
12.932594, 92.715654
12.931595, 92.714455
12.930874, 92.712910
12.930338, 92.711830
12.929522, 92.710453
12.928709, 92.709187
12.927803, 92.708181
12.926798, 92.707455
12.925797, 92.707458
12.924450, 92.707752
12.923733, 92.709309
12.923456, 92.712786
12.923208, 92.714413
12.922834, 92.715513
12.921305, 92.716536
12.919580, 92.716167
12.917049, 92.716370
12.914515, 92.716293
12.911907, 92.716776
12.909096, 92.716864
12.906313, 92.716816
12.903402, 92.716904
12.900707, 92.717007
12.898174, 92.716764
12.895643, 92.716595
12.893200, 92.716509
12.891226, 92.716169
12.887833, 92.715796
12.886827, 92.715254
12.886015, 92.714720
12.885294, 92.714062
12.884670, 92.713150
12.884943, 92.712166
12.886196, 92.710606
12.887453, 92.708956
12.887823, 92.708132
12.888004, 92.707394
12.888103, 92.706200
12.887630, 92.704746
12.886818, 92.703482
12.886190, 92.702284
12.884935, 92.701473
12.883467, 92.699833
12.881929, 92.698668
12.880959, 92.697948
12.880049, 92.697229
12.878958, 92.696411
12.878050, 92.696035
12.876976, 92.695696
12.875887, 92.695702
12.875702, 92.697344
12.876421, 92.698891
12.877048, 92.700436
12.878431, 92.701889
12.879961, 92.703142
12.881033, 92.703865
12.881681, 92.705412
12.881222, 92.706806
12.880060, 92.707167
12.879505, 92.708529
12.879780, 92.710810
12.879787, 92.712294
12.879509, 92.714565
12.877630, 92.715494
12.876257, 92.715673
12.875093, 92.715324
12.873747, 92.714413
12.872652, 92.713507
12.870836, 92.712152
12.868235, 92.710802
12.866858, 92.709993
12.865517, 92.709269
12.864168, 92.708357
12.862980, 92.706631
12.861626, 92.706171
12.860723, 92.705000
12.859467, 92.703457
12.858461, 92.702097
12.857182, 92.699894
12.855833, 92.699015
12.854572, 92.698360
12.852766, 92.698751
12.851234, 92.698471
12.849230, 92.698679
12.847975, 92.698240
12.846165, 92.697424
12.843185, 92.694784
12.842281, 92.693523
12.841278, 92.692242
12.840643, 92.687243
12.840456, 92.685497
12.841919, 92.682562
12.842636, 92.679283
12.845070, 92.675697
12.845875, 92.673697
12.846684, 92.671583
12.846409, 92.668577
12.845057, 92.666752
12.842611, 92.665686
12.839985, 92.665611
12.837273, 92.666473
12.834921, 92.666836
12.833920, 92.667221
12.833300, 92.667414
12.832834, 92.668407
12.832741, 92.669056
12.831860, 92.669884
12.830305, 92.669329
12.828608, 92.669441
12.827072, 92.669355
12.825445, 92.669266
12.823355, 92.669283
12.821636, 92.669222
12.820103, 92.669233
12.819128, 92.669870
12.818220, 92.670866
12.818670, 92.672974
12.820740, 92.674696
12.824085, 92.677776
12.824900, 92.678411
12.825806, 92.679770
12.825371, 92.680492
12.822742, 92.680696
12.820835, 92.680336
12.818678, 92.680187
12.816860, 92.679724
12.815170, 92.679638
12.813612, 92.679111
12.812536, 92.678205
12.811533, 92.677034
12.811089, 92.675301
12.810446, 92.673843
12.809090, 92.672657
12.807558, 92.671679
12.805584, 92.670774
12.802492, 92.670231
12.800138, 92.669891
12.797979, 92.669622
12.796095, 92.668995
12.793566, 92.668476
12.791382, 92.668299
12.788967, 92.667587
12.786592, 92.667410
12.785522, 92.666794
12.784992, 92.666254
12.784801, 92.665495
12.785706, 92.664227
12.786329, 92.662674
12.790030, 92.662462
12.792183, 92.662285
12.794802, 92.657974
12.796711, 92.658779
12.799503, 92.659773
12.801405, 92.660206
12.805012, 92.661009
12.810606, 92.660343
12.813951, 92.660418
12.816927, 92.658945
12.819738, 92.657272
12.823244, 92.656878
12.825493, 92.656425
12.828590, 92.656025
12.832369, 92.654644
12.834902, 92.653164
12.837507, 92.652420
12.839317, 92.651405
12.840660, 92.650927
12.844013, 92.650406
12.847351, 92.649565
12.852238, 92.649534
12.855394, 92.649046
12.858364, 92.648296
12.860802, 92.648121
12.862623, 92.647923
12.864250, 92.648256
12.865685, 92.648630
12.866848, 92.648977
12.866947, 92.650080
12.867035, 92.651815
12.867229, 92.652987
12.867765, 92.654091
12.869297, 92.654997
12.871302, 92.655624
12.872463, 92.655991
12.874554, 92.656326
12.876715, 92.657040
12.880159, 92.658222
12.882580, 92.659380
12.885302, 92.660732
12.887112, 92.661537
12.889091, 92.661993
12.890627, 92.662245
12.893152, 92.662329
12.896662, 92.662516
12.898825, 92.663322
12.901274, 92.663492
12.903273, 92.663832
12.905426, 92.664295
12.907335, 92.665735
12.908964, 92.666269
12.910034, 92.666538
12.911226, 92.666889
12.913294, 92.666431
12.915358, 92.666040
12.918262, 92.665766
12.920237, 92.665373
12.922520, 92.665550
12.924938, 92.665884
12.926651, 92.666157
12.928745, 92.667410
12.931004, 92.670149
12.931915, 92.671062
12.934168, 92.672886
12.935242, 92.673698
12.936241, 92.674324
12.937620, 92.674955
12.938776, 92.675131
12.941221, 92.675476
12.942936, 92.675842
12.947266, 92.676750
12.949612, 92.677179
12.951149, 92.677622
12.952515, 92.677803
12.953777, 92.677698
12.954937, 92.677605
12.955591, 92.676868
12.955931, 92.674864
12.957113, 92.674580
12.958466, 92.674114
12.958906, 92.673298
12.958464, 92.671839
12.958088, 92.671373
12.957560, 92.670927
12.957203, 92.670202
12.958092, 92.670109
12.960272, 92.670092
12.961628, 92.670439
12.963692, 92.670252
12.966133, 92.671515
12.968489, 92.673048
12.970297, 92.674587
12.972927, 92.676600
12.974655, 92.677574
12.977093, 92.678474
12.979702, 92.679281
12.982044, 92.679646
12.983768, 92.680180
12.985210, 92.680538
12.985935, 92.680708
12.986841, 92.680981
12.987394, 92.681347
12.987648, 92.682079
12.987932, 92.683159
12.987932, 92.684271
12.987745, 92.684811
12.987127, 92.685188
12.987221, 92.686365
12.988216, 92.687366
12.988567, 92.688637
12.988478, 92.691200
12.988131, 92.693296
12.987860, 92.695219
12.987852, 92.697601
12.987509, 92.699526
12.987139, 92.700609
NaN, NaN
12.995575, 93.001642
12.995018, 93.000959
12.994461, 93.000286
12.994015, 92.999599
12.993557, 92.998713
12.993464, 92.997679
12.992559, 92.996790
12.991884, 92.995985
12.989979, 92.993956
12.988420, 92.992617
12.986860, 92.991138
12.985722, 92.990011
12.984400, 92.988894
12.983170, 92.987768
12.982265, 92.986412
12.981152, 92.984837
12.978691, 92.983154
12.976778, 92.981564
12.976013, 92.980764
12.974880, 92.979643
12.973768, 92.977951
12.972536, 92.976824
12.971087, 92.975700
12.969748, 92.974346
12.968073, 92.973219
12.966490, 92.973112
12.966486, 92.974596
12.966164, 92.976294
12.964693, 92.978668
12.964136, 92.980364
12.960997, 92.983429
12.959759, 92.983553
12.957764, 92.983894
12.955971, 92.983335
12.954395, 92.982450
12.953276, 92.981646
12.951811, 92.981205
12.950138, 92.980654
12.948473, 92.979856
12.947006, 92.979185
12.945562, 92.978622
12.943426, 92.978418
12.939964, 92.978439
12.937502, 92.978327
12.936150, 92.978098
12.936384, 92.975719
12.936825, 92.974829
12.937738, 92.973223
12.939644, 92.972532
12.941757, 92.972313
12.943895, 92.972639
12.946802, 92.972509
12.950150, 92.971369
12.952055, 92.971029
12.953522, 92.969898
12.955637, 92.966953
12.956310, 92.964783
12.956991, 92.962404
12.957783, 92.959789
12.958460, 92.957327
12.958900, 92.955156
12.959112, 92.953911
12.959698, 92.952450
12.961246, 92.951525
12.962603, 92.951523
12.963717, 92.951307
12.964943, 92.950951
12.965734, 92.951178
12.966391, 92.951740
12.965826, 92.953878
12.965065, 92.956497
12.964823, 92.957748
12.964500, 92.958515
12.964705, 92.959764
12.965269, 92.960239
12.966499, 92.961119
12.968964, 92.962032
12.970074, 92.962238
12.971655, 92.962347
12.972889, 92.962341
12.974335, 92.962217
12.975914, 92.961649
12.977470, 92.960630
12.978374, 92.959381
12.979143, 92.957895
12.979935, 92.956087
12.980385, 92.954836
12.981289, 92.953821
12.984076, 92.953360
12.985424, 92.954159
12.986982, 92.955730
12.987658, 92.956406
12.988214, 92.956968
12.988684, 92.958208
12.988327, 92.960234
12.988007, 92.961720
12.986885, 92.963083
12.984425, 92.963306
12.982725, 92.963217
12.981487, 92.963221
12.979935, 92.963440
12.978582, 92.963804
12.977242, 92.964375
12.975563, 92.965157
12.973768, 92.965958
12.971655, 92.967218
12.970863, 92.969267
12.970425, 92.970724
12.971540, 92.972527
12.973087, 92.973890
12.974882, 92.975006
12.976900, 92.977732
12.978249, 92.978949
12.980156, 92.981224
12.981600, 92.982552
12.982618, 92.983343
12.984404, 92.984940
12.985168, 92.985502
12.986195, 92.985382
12.988430, 92.985144
12.991009, 92.984680
12.992453, 92.984442
12.993795, 92.984224
12.994707, 92.985113
12.995472, 92.987722
12.995470, 92.989738
12.995466, 92.991222
12.996485, 92.994398
12.996809, 92.996204
12.997601, 92.998343
12.997927, 93.000832
12.998041, 93.002312
12.998152, 93.003212
12.997593, 93.003534
12.996809, 93.003216
12.995575, 93.001642
NaN, NaN
13.001448, 92.902403
13.000950, 92.904032
13.001022, 92.905388
13.001556, 92.906115
13.002096, 92.906767
13.002863, 92.907425
13.001907, 92.909830
13.000538, 92.911388
12.999306, 92.911821
12.997002, 92.912138
12.995558, 92.912142
12.993977, 92.912619
12.992073, 92.912933
12.990416, 92.913097
12.989002, 92.913656
12.988167, 92.914263
12.987511, 92.915705
12.987673, 92.916903
12.988211, 92.918919
12.988863, 92.920727
12.989580, 92.922626
12.989929, 92.924250
12.989925, 92.925867
12.989811, 92.926889
12.988737, 92.927008
12.987326, 92.926708
12.985678, 92.926434
12.982952, 92.926558
12.980858, 92.926504
12.980162, 92.926811
12.980043, 92.929085
12.981159, 92.930399
12.981932, 92.931368
12.981810, 92.932848
12.981226, 92.933935
12.980509, 92.935133
12.978739, 92.935587
12.978088, 92.935658
12.977325, 92.935890
12.975836, 92.935553
12.974297, 92.934902
12.973188, 92.934055
12.972462, 92.933941
12.971468, 92.933760
12.970400, 92.933599
12.969561, 92.932802
12.969397, 92.932217
12.969095, 92.931015
12.969397, 92.929346
12.969559, 92.927795
12.969145, 92.927298
12.968023, 92.926886
12.966845, 92.927197
12.965582, 92.927431
12.964281, 92.927013
12.963238, 92.926628
12.963402, 92.925423
12.963396, 92.924648
12.963360, 92.923727
12.963467, 92.922531
12.963890, 92.921047
12.964354, 92.918999
12.963823, 92.917873
12.963173, 92.915787
12.962757, 92.914352
12.962288, 92.913696
12.960617, 92.912970
12.959082, 92.913099
12.957432, 92.913525
12.956011, 92.913721
12.954174, 92.913729
12.953154, 92.913549
12.951435, 92.913013
12.950390, 92.912428
12.950434, 92.910742
12.950554, 92.909418
12.951155, 92.908102
12.952087, 92.906668
12.953688, 92.905691
12.955296, 92.905096
12.956709, 92.904783
12.958250, 92.904358
12.959429, 92.904226
12.960995, 92.904221
